,Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Traded,Position,Team
110,Jevon Carter,36,1.0,8.9,4.3,0.1,1.0,1.1,1.1,0.4,0.1,0.3,0.4,3.6,1.5,4.1,37.7,1.0,2.9,33.3,0.2,0.3,80.0,0.6,1.1,48.8,1.048,0.5,False,G,CHI
111,Chris Duarte,17,0.0,4.4,2.1,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,9.0,0.7,1.5,46.2,0.4,0.9,40.0,0.4,0.5,75.0,0.4,0.6,54.5,1.385,0.58,False,SG,CHI
112,Adama Sanogo,4,0.0,5.3,2.0,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,1.0,1.0,1.8,57.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,57.1,1.143,0.57,False,C,CHI
113,Jahmir Young,6,0.0,5.0,1.8,0.2,0.3,0.5,1.0,0.0,0.0,0.2,0.3,6.0,0.7,0.8,80.0,0.2,0.3,50.0,0.3,0.3,100.0,0.5,0.5,100.0,2.2,0.9,False,G,CHI
114,E.J. Liddell,12,0.0,4.4,1.8,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.5,0.7,1.3,53.3,0.3,0.8,30.0,0.2,0.2,100.0,0.4,0.4,100.0,1.4,0.63,False,F,CHI
115,Emanuel Miller,6,0.0,4.2,1.7,0.7,0.7,1.3,0.3,0.2,0.0,0.0,0.5,inf,0.7,1.3,50.0,0.0,0.2,0.0,0.3,0.3,100.0,0.7,1.2,57.1,1.25,0.5,False,F,CHI
116,Total,82,,,117.8,10.1,35.8,45.9,29.1,7.6,4.7,13.9,17.6,2.1,43.2,92.0,47.0,15.4,42.0,36.7,16.0,19.7,80.9,27.8,50.0,55.6,1.28,0.55,False,Total,CHI
117,Donovan Mitchell,71,71.0,31.4,24.0,0.8,3.7,4.5,5.0,1.3,0.2,2.1,2.0,2.4,8.2,18.6,44.3,3.3,8.9,36.8,4.2,5.1,82.3,5.0,9.7,51.2,1.289,0.53,False,G,CLE
118,Darius Garland,75,75.0,30.7,20.6,0.6,2.2,2.9,6.7,1.2,0.1,2.5,1.9,2.7,7.4,15.7,47.2,2.8,7.1,40.1,3.0,3.4,87.8,4.6,8.6,53.0,1.315,0.56,False,G,CLE
119,Evan Mobley,71,71.0,30.5,18.5,2.3,7.0,9.3,3.2,0.9,1.6,2.0,2.0,1.6,7.1,12.8,55.7,1.2,3.2,37.0,3.1,4.3,72.5,5.9,9.5,62.1,1.453,0.6,False,C,CLE
120,De'Andre Hunter,27,5.0,25.0,14.3,0.6,3.6,4.2,1.3,0.7,0.3,0.9,2.5,1.5,4.9,10.0,48.5,2.2,5.2,42.6,2.4,2.9,82.1,2.6,4.8,55.0,1.43,0.6,True,F,CLE
121,Jarrett Allen,82,82.0,28.0,13.5,2.6,7.1,9.7,1.9,0.9,0.9,1.2,1.5,1.6,5.5,7.8,70.6,0.0,0.1,0.0,2.4,3.4,71.8,5.5,7.7,71.2,1.723,0.71,False,C,CLE
122,Ty Jerome,70,3.0,19.9,12.5,0.7,1.8,2.5,3.4,1.1,0.0,1.3,1.5,2.6,4.6,8.8,51.6,1.6,3.6,43.9,1.8,2.1,87.2,3.0,5.2,57.0,1.421,0.61,False,G,CLE
123,Caris LeVert,38,3.0,23.8,10.2,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,2.7,3.6,7.8,45.3,1.6,3.9,40.5,1.5,2.2,69.9,2.0,3.9,50.0,1.302,0.55,True,G,CLE
124,Max Strus,50,37.0,25.5,9.4,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,2.9,3.3,7.5,44.2,2.3,5.9,38.6,0.6,0.7,82.4,1.0,1.6,65.0,1.263,0.59,False,G,CLE
125,Georges Niang,51,1.0,20.6,8.7,0.7,3.0,3.7,1.3,0.3,0.1,0.9,2.5,1.4,3.3,6.8,47.7,1.8,4.4,40.0,0.5,0.6,79.3,1.5,2.4,61.8,1.279,0.61,True,F,CLE
126,Nae'Qwan Tomlin,5,1.0,12.6,7.2,1.8,2.4,4.2,0.4,0.0,0.2,0.4,1.8,1.0,2.6,6.4,40.6,0.4,2.0,20.0,1.6,2.2,72.7,2.2,4.4,50.0,1.125,0.44,False,F,CLE
127,Sam Merrill,71,4.0,19.7,7.2,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,3.1,2.4,6.0,40.6,1.9,5.2,37.2,0.4,0.4,96.6,0.5,0.8,62.5,1.2,0.57,False,G,CLE
128,Isaac Okoro,55,22.0,19.1,6.1,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,3.0,2.3,4.9,46.4,1.0,2.7,37.1,0.6,0.8,71.7,1.2,2.1,58.6,1.262,0.57,False,F,CLE
129,Dean Wade,59,30.0,21.2,5.4,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,3.5,1.9,4.6,41.3,1.4,3.8,36.0,0.3,0.5,53.3,0.5,0.8,65.3,1.181,0.56,False,F,CLE
130,Emoni Bates,10,0.0,7.5,3.7,0.0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,4.0,1.3,3.8,34.2,1.1,3.0,36.7,0.0,0.0,0.0,0.2,0.8,25.0,0.974,0.49,False,F,CLE
131,Craig Porter Jr.,51,1.0,10.1,3.7,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,1.9,1.4,2.7,51.4,0.4,0.9,43.8,0.5,0.6,71.9,1.0,1.8,55.4,1.343,0.59,False,G,CLE
132,Jaylon Tyson,47,3.0,9.6,3.6,0.8,1.3,2.0,0.9,0.3,0.1,0.6,1.1,1.7,1.4,3.2,43.0,0.4,1.2,34.5,0.4,0.5,79.2,0.9,1.9,48.4,1.121,0.5,False,G,CLE
133,Javonte Green,18,1.0,9.2,3.3,0.6,1.7,2.2,0.6,0.6,0.1,0.2,1.2,2.8,1.3,3.5,36.5,0.4,1.8,24.2,0.3,0.6,50.0,0.8,1.7,50.0,0.937,0.43,True,G,CLE
134,JT Thor,9,0.0,4.7,3.1,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,0.2,1.0,1.7,60.0,0.3,0.7,50.0,0.8,0.9,87.5,0.7,1.0,66.7,1.867,0.7,True,F,CLE
135,Chuma Okeke,2,0.0,12.5,2.5,0.5,1.5,2.0,1.0,0.0,0.5,0.0,0.0,inf,1.0,3.5,28.6,0.5,3.0,16.7,0.0,0.0,0.0,0.5,0.5,100.0,0.714,0.36,True,F,CLE
136,Tristan Thompson,40,0.0,8.2,1.7,0.8,2.6,3.4,0.6,0.1,0.3,0.4,0.9,1.7,0.8,1.8,43.7,0.0,0.1,0.0,0.2,0.8,23.3,0.8,1.7,45.6,0.972,0.44,False,C,CLE
137,Luke Travers,12,0.0,7.3,1.0,0.7,1.0,1.7,0.7,0.1,0.1,0.7,0.5,1.0,0.4,1.7,25.0,0.0,0.8,0.0,0.2,0.2,100.0,0.4,0.9,45.5,0.6,0.25,False,F,CLE
138,Total,82,,,121.9,11.2,34.2,45.4,28.1,8.2,4.3,12.5,18.1,2.2,44.5,90.8,49.1,15.9,41.5,38.3,17.0,21.9,77.6,28.6,49.3,58.1,1.343,0.58,False,Total,CLE
139,Luka Doncic,22,22.0,35.7,28.1,0.7,7.6,8.3,7.8,2.0,0.4,3.4,2.6,2.3,9.8,21.2,46.4,3.4,9.6,35.4,5.1,6.6,76.7,6.4,11.5,55.5,1.328,0.54,True,G,DAL
140,Kyrie Irving,50,50.0,36.1,24.7,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,2.1,8.9,18.9,47.3,2.9,7.2,40.1,3.9,4.3,91.6,6.1,11.7,51.7,1.306,0.55,False,G,DAL
141,Anthony Davis,9,9.0,29.6,20.0,1.7,8.4,10.1,4.4,0.6,2.2,2.2,1.8,2.0,7.8,16.9,46.1,0.8,3.3,23.3,3.7,5.3,68.8,7.0,13.6,51.6,1.184,0.48,True,F,DAL
142,P.J. Washington,57,56.0,32.2,14.7,1.4,6.3,7.8,2.3,1.1,1.1,2.1,2.3,1.1,5.3,11.7,45.3,1.6,4.2,38.1,2.5,3.5,72.2,3.7,7.5,49.3,1.257,0.52,False,F,DAL
143,Klay Thompson,72,72.0,27.3,14.0,0.6,2.8,3.4,2.0,0.7,0.4,1.2,1.1,1.6,5.0,12.2,41.2,3.0,7.7,39.1,0.9,1.0,90.5,2.0,4.5,44.8,1.146,0.53,False,G,DAL
144,Naji Marshall,69,31.0,27.8,13.2,1.1,3.7,4.8,3.0,1.0,0.2,1.6,1.6,1.9,5.2,10.3,50.8,0.9,3.2,27.5,1.9,2.3,81.3,4.4,7.2,61.1,1.284,0.55,False,F,DAL
145,Daniel Gafford,57,31.0,21.5,12.3,2.7,4.1,6.8,1.4,0.4,1.8,1.2,2.7,1.2,5.0,7.1,70.2,0.0,0.0,0.0,2.4,3.4,68.9,5.0,7.1,70.2,1.739,0.7,False,F,DAL
146,Moses Brown,4,2.0,18.3,11.8,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,0.4,5.3,7.3,72.4,0.0,0.0,0.0,1.3,1.5,83.3,5.3,7.3,72.4,1.621,0.72,True,C,DAL
147,Kai Jones,12,6.0,21.7,11.4,2.1,4.5,6.6,1.3,0.8,0.8,0.7,2.3,1.9,5.1,6.1,83.6,0.1,0.3,33.3,1.2,1.7,70.0,5.0,5.8,85.7,1.877,0.84,True,PF,DAL
148,Max Christie,32,11.0,30.4,11.2,0.4,3.8,4.2,2.5,0.9,0.3,1.5,1.3,1.6,3.9,9.4,41.1,1.7,4.7,36.4,1.8,2.0,86.2,2.2,4.7,45.7,1.189,0.5,True,G,DAL
149,Spencer Dinwiddie,79,30.0,27.0,11.0,0.2,2.4,2.6,4.4,0.9,0.2,1.3,1.5,3.4,3.6,8.6,41.6,1.4,4.1,33.4,2.5,3.1,80.2,2.2,4.5,49.2,1.279,0.5,False,PG,DAL
150,Quentin Grimes,47,12.0,22.8,10.2,0.6,3.2,3.8,2.1,0.7,0.2,1.3,1.7,1.7,3.6,7.8,46.3,1.7,4.3,39.8,1.3,1.7,76.5,1.9,3.5,54.3,1.315,0.57,True,G,DAL
151,Dereck Lively II,36,29.0,23.1,8.7,2.9,4.6,7.5,2.4,0.6,1.6,1.1,2.8,2.1,3.7,5.3,70.2,0.0,0.0,0.0,1.3,2.0,63.0,3.7,5.3,70.2,1.644,0.7,False,C,DAL
152,Jaden Hardy,57,3.0,15.9,8.7,0.2,1.4,1.6,1.4,0.5,0.1,1.4,1.6,1.0,3.2,7.3,43.5,1.3,3.5,38.6,1.1,1.5,69.8,1.8,3.8,47.9,1.198,0.53,False,G,DAL
153,Dante Exum,20,13.0,18.6,8.7,0.2,1.5,1.7,2.8,0.6,0.2,1.1,1.7,2.5,3.2,6.7,47.8,1.2,2.7,43.4,1.2,1.6,74.2,2.1,4.1,50.6,1.299,0.56,False,G,DAL
154,Brandon Williams,33,3.0,14.8,8.3,0.4,1.4,1.8,2.3,0.7,0.2,1.2,1.0,1.9,3.0,5.7,52.1,0.7,1.8,40.0,1.7,2.0,83.3,2.2,3.9,57.8,1.463,0.59,False,G,DAL
155,Caleb Martin,14,0.0,19.6,5.4,0.7,2.2,2.9,1.9,0.9,0.2,0.9,1.7,2.0,2.0,5.1,38.9,0.3,1.1,25.0,1.1,1.7,62.5,1.7,4.0,42.9,1.042,0.42,True,F,DAL
156,Kessler Edwards,40,18.0,15.2,4.2,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,2.6,1.7,3.4,49.6,0.6,1.4,40.7,0.3,0.3,92.3,1.1,2.0,55.6,1.244,0.58,False,F,DAL
157,Olivier-Maxence Prosper,52,4.0,11.2,3.9,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,2.9,1.3,3.3,40.2,0.2,1.0,23.5,0.9,1.5,64.5,1.1,2.4,47.2,1.155,0.44,False,F,DAL
158,Maxi Kleber,34,4.0,18.7,3.0,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,1.9,1.1,2.8,38.5,0.4,1.4,26.5,0.5,0.6,76.2,0.7,1.4,51.1,1.073,0.45,False,F,DAL
159,Kylor Kelley,8,1.0,8.4,3.0,1.0,1.6,2.6,0.3,0.0,0.3,0.1,1.0,2.0,1.3,1.6,76.9,0.0,0.0,0.0,0.5,0.8,66.7,1.3,1.6,76.9,1.846,0.77,True,C,DAL
160,Dwight Powell,55,3.0,10.0,2.1,0.9,1.3,2.1,1.0,0.3,0.4,0.3,1.4,3.1,0.8,1.1,68.9,0.0,0.1,40.0,0.5,0.8,65.1,0.7,1.0,71.4,1.869,0.7,False,F,DAL
161,Markieff Morris,7,0.0,5.9,1.7,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,2.0,0.7,3.1,22.7,0.3,1.9,15.4,0.0,0.0,0.0,0.4,1.3,33.3,0.545,0.27,True,PF,DAL
162,Jazian Gortman,16,0.0,3.6,1.5,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.2,0.6,1.4,39.1,0.3,0.7,36.4,0.1,0.3,50.0,0.3,0.8,41.7,1.043,0.48,False,G,DAL
163,Total,82,,,114.2,10.1,33.0,43.0,25.2,7.8,5.4,13.3,17.8,1.9,42.0,87.7,47.9,12.4,34.2,36.4,17.8,23.1,77.0,29.5,53.6,55.2,1.302,0.55,False,Total,DAL
164,Nikola Jokic,70,70.0,36.7,29.6,2.9,9.9,12.7,10.2,1.8,0.6,3.3,2.3,3.1,11.2,19.5,57.6,2.0,4.7,41.7,5.2,6.4,80.0,9.3,14.8,62.7,1.518,0.63,False,C,DEN
165,Jamal Murray,67,67.0,36.1,21.4,0.7,3.2,3.9,6.0,1.4,0.5,2.1,1.9,2.9,7.9,16.7,47.4,2.3,5.9,39.3,3.3,3.7,88.6,5.6,10.8,51.8,1.281,0.54,False,G,DEN
166,Michael Porter Jr.,77,77.0,33.7,18.2,1.8,5.2,7.0,2.1,0.6,0.5,1.4,2.0,1.6,6.9,13.6,50.4,2.5,6.4,39.5,1.9,2.5,76.8,4.4,7.3,59.9,1.334,0.6,False,F,DEN
167,Christian Braun,79,77.0,33.9,15.4,1.2,3.9,5.2,2.6,1.1,0.5,1.0,2.2,2.5,6.0,10.4,58.0,1.1,2.8,39.7,2.2,2.7,82.7,4.9,7.6,64.8,1.484,0.63,False,G,DEN
168,Aaron Gordon,51,42.0,28.4,14.7,1.6,3.3,4.8,3.2,0.5,0.3,1.4,1.6,2.2,5.2,9.7,53.1,1.5,3.4,43.6,2.8,3.5,81.0,3.7,6.4,58.2,1.505,0.61,False,F,DEN
169,Russell Westbrook,75,36.0,27.9,13.3,1.4,3.6,4.9,6.1,1.4,0.5,3.2,2.5,1.9,5.0,11.1,44.9,1.3,3.9,32.3,2.1,3.1,66.1,3.7,7.2,51.7,1.196,0.51,False,G,DEN
170,Julian Strawther,65,4.0,21.3,9.0,0.3,1.9,2.2,1.3,0.6,0.2,0.9,2.3,1.5,3.2,7.5,43.2,1.4,4.1,34.9,1.1,1.4,82.2,1.8,3.3,53.5,1.21,0.53,False,G,DEN
171,Peyton Watson,68,18.0,24.4,8.1,0.7,2.7,3.4,1.4,0.7,1.4,0.8,1.8,1.7,3.0,6.3,47.7,0.7,2.0,35.3,1.4,2.0,69.3,2.3,4.3,53.4,1.287,0.53,False,G,DEN
172,Jalen Pickett,49,4.0,13.6,4.1,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.5,1.6,3.7,42.8,0.8,2.1,39.6,0.1,0.2,75.0,0.8,1.6,46.8,1.111,0.54,False,G,DEN
173,DeAndre Jordan,56,5.0,12.3,3.7,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,1.3,1.6,2.5,65.0,0.0,0.0,0.0,0.5,1.1,42.2,1.6,2.5,65.0,1.493,0.65,False,C,DEN
174,Dario Saric,16,4.0,13.1,3.5,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,1.5,1.3,3.6,36.2,0.4,1.6,26.9,0.4,0.6,70.0,0.9,2.0,43.8,0.966,0.42,False,F,DEN
175,Zeke Nnaji,57,4.0,10.7,3.2,0.6,1.0,1.6,0.4,0.4,0.7,0.2,1.1,1.6,1.2,2.5,49.6,0.3,0.9,32.7,0.5,0.8,61.4,0.9,1.6,59.6,1.305,0.56,False,F,DEN
176,Hunter Tyson,51,2.0,7.8,2.6,0.5,1.0,1.5,0.4,0.2,0.1,0.3,0.9,1.4,0.9,2.4,37.5,0.5,1.5,31.1,0.4,0.5,75.0,0.4,0.9,47.8,1.117,0.47,False,F,DEN
177,Vlatko Cancar,13,0.0,10.5,1.8,0.5,2.0,2.5,0.7,0.2,0.2,0.8,0.8,0.8,0.8,2.0,38.5,0.3,1.2,26.7,0.0,0.0,0.0,0.5,0.8,54.5,0.923,0.46,False,SF,DEN
178,PJ Hall,19,0.0,3.5,1.7,0.3,0.8,1.2,0.2,0.0,0.2,0.1,0.6,2.0,0.7,1.3,58.3,0.1,0.4,25.0,0.2,0.2,75.0,0.6,0.8,75.0,1.375,0.63,False,C,DEN
179,Trey Alexander,24,0.0,4.9,1.3,0.0,0.5,0.5,0.5,0.1,0.0,0.2,0.4,2.2,0.5,1.7,31.7,0.1,0.7,17.6,0.1,0.2,75.0,0.4,1.0,41.7,0.78,0.35,False,G,DEN
180,Spencer Jones,20,0.0,6.3,1.3,0.4,0.5,0.9,0.3,0.3,0.3,0.3,0.9,1.0,0.6,1.7,32.4,0.1,0.9,5.9,0.2,0.2,100.0,0.5,0.9,58.8,0.765,0.34,False,F,DEN
181,Total,82,,,120.8,11.2,34.5,45.7,31.0,8.0,4.9,13.5,17.6,2.3,45.4,89.8,50.6,12.0,31.9,37.6,17.9,23.3,77.0,33.4,57.8,57.8,1.345,0.57,False,Total,DEN
182,Cade Cunningham,70,70.0,35.0,26.1,0.8,5.3,6.1,9.1,1.0,0.8,4.4,2.8,2.1,9.8,20.8,46.9,2.1,6.0,35.6,4.5,5.3,84.6,7.6,14.8,51.5,1.256,0.52,False,G,DET
183,Jaden Ivey,30,30.0,29.9,17.6,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,1.3,6.3,13.8,46.0,2.1,5.1,40.9,2.8,3.9,73.3,4.2,8.6,49.0,1.278,0.54,False,G,DET
184,Malik Beasley,82,18.0,27.8,16.3,0.6,2.0,2.6,1.7,0.9,0.1,1.0,1.5,1.7,5.6,13.1,43.0,3.9,9.3,41.6,1.2,1.7,67.9,1.7,3.7,46.6,1.247,0.58,False,SG,DET
185,Tolu Smith,1,0.0,22.0,14.0,4.0,4.0,8.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0,9.0,66.7,0.0,0.0,0.0,2.0,3.0,66.7,6.0,9.0,66.7,1.556,0.67,False,F,DET
186,Tobias Harris,73,73.0,31.6,13.7,0.9,5.0,5.9,2.2,1.0,0.8,1.2,1.9,1.9,5.3,11.0,47.7,1.2,3.6,34.5,2.0,2.3,86.1,4.0,7.4,54.2,1.245,0.53,False,F,DET
187,Jalen Duren,78,78.0,26.1,11.8,3.6,6.8,10.3,2.7,0.7,1.1,1.7,3.2,1.5,4.8,7.0,69.2,0.0,0.0,0.0,2.1,3.1,66.9,4.8,7.0,69.2,1.681,0.69,False,C,DET
188,Tim Hardaway Jr.,77,77.0,28.0,11.0,0.2,2.1,2.4,1.6,0.5,0.1,0.6,1.2,2.6,3.6,8.8,40.6,2.2,5.9,36.8,1.6,1.9,85.5,1.4,2.9,48.4,1.241,0.53,False,G,DET
189,Dennis Schroder,28,8.0,25.2,10.8,0.5,2.2,2.6,5.3,0.5,0.2,1.3,2.0,4.2,3.4,9.0,37.8,1.1,3.8,30.2,2.9,3.4,83.3,2.3,5.2,43.4,1.203,0.44,True,G,DET
190,Ausar Thompson,59,48.0,22.5,10.1,1.9,3.3,5.1,2.3,1.7,0.7,1.4,2.8,1.7,4.2,7.8,53.5,0.2,0.8,22.4,1.5,2.4,64.1,4.0,7.0,57.2,1.291,0.55,False,G,DET
191,Marcus Sasser,57,1.0,14.2,6.6,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,2.5,2.4,5.2,46.3,1.0,2.7,38.2,0.8,0.9,84.3,1.4,2.5,54.9,1.267,0.56,False,G,DET
192,Ronald Holland II,81,2.0,15.6,6.4,0.5,2.2,2.7,1.0,0.6,0.2,0.9,1.7,1.1,2.4,5.1,47.4,0.4,1.9,23.8,1.1,1.5,75.4,2.0,3.3,60.8,1.255,0.52,False,F,DET
193,Isaiah Stewart,72,4.0,19.9,6.0,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,1.8,2.4,4.4,55.9,0.2,0.7,32.1,0.9,1.2,75.9,2.2,3.6,60.7,1.381,0.59,False,F,DET
194,Simone Fontecchio,75,0.0,16.5,5.9,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,1.2,2.0,5.0,40.2,1.0,3.0,33.5,0.9,1.1,83.3,1.0,1.9,50.7,1.196,0.5,False,F,DET
195,Alondes Williams,1,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,inf,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,2.5,1.25,False,G,DET
196,Paul Reed,45,0.0,9.7,4.1,0.9,1.8,2.7,1.0,0.9,0.6,0.6,1.7,1.7,1.6,3.2,50.7,0.2,0.6,28.6,0.7,0.9,76.2,1.4,2.5,56.1,1.296,0.54,False,F,DET
197,Ron Harper Jr.,1,0.0,17.0,4.0,4.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,inf,1.0,8.0,12.5,0.0,6.0,0.0,2.0,2.0,100.0,1.0,2.0,50.0,0.5,0.13,False,G,DET
198,Lindy Waters III,14,0.0,8.8,3.4,0.3,0.7,1.0,0.7,0.4,0.1,0.2,0.5,3.3,1.1,3.1,36.4,1.1,2.7,39.5,0.0,0.0,0.0,0.1,0.4,16.7,1.068,0.53,True,F,DET
199,Wendell Moore Jr.,20,1.0,11.0,3.2,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,2.6,1.2,2.5,46.0,0.2,0.7,28.6,0.7,0.7,92.9,1.0,1.8,52.8,1.26,0.5,True,F,DET
200,Bobi Klintman,8,0.0,5.3,1.9,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1.0,7.0,0.8,1.3,60.0,0.3,0.6,40.0,0.1,0.3,50.0,0.5,0.6,80.0,1.5,0.7,False,F,DET
201,Daniss Jenkins,7,0.0,3.3,1.0,0.0,0.3,0.3,0.4,0.0,0.0,0.1,0.3,3.0,0.4,1.4,30.0,0.1,1.0,14.3,0.0,0.3,0.0,0.3,0.4,66.7,0.7,0.35,False,G,DET
202,Cole Swider,2,0.0,6.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,inf,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,F,DET
203,Total,82,,,115.5,11.4,33.4,44.8,26.4,8.0,5.3,14.1,20.7,1.9,42.7,89.8,47.6,12.8,35.4,36.2,17.2,22.3,77.4,29.9,54.4,55.0,1.286,0.55,False,Total,DET
204,Stephen Curry,70,70.0,32.2,24.5,0.6,3.9,4.4,6.0,1.1,0.4,2.9,1.4,2.1,8.1,18.0,44.8,4.4,11.2,39.7,4.0,4.3,93.3,3.6,6.8,53.4,1.366,0.57,False,G,GS
205,Jimmy Butler III,30,30.0,32.7,17.9,2.3,3.2,5.5,5.9,1.7,0.3,1.5,1.0,4.0,5.3,11.1,47.6,0.6,2.3,27.9,6.7,7.7,87.0,4.7,8.9,52.6,1.611,0.5,True,F,GS
206,Andrew Wiggins,43,43.0,30.1,17.6,1.5,3.0,4.6,2.4,0.9,0.8,1.3,1.6,1.8,6.1,13.7,44.4,2.2,5.8,37.9,3.2,4.2,77.7,3.9,7.9,49.1,1.284,0.52,True,F,GS
207,Jonathan Kuminga,47,10.0,24.3,15.3,1.2,3.4,4.6,2.2,0.8,0.4,1.5,1.9,1.5,5.5,12.1,45.4,1.0,3.2,30.5,3.3,5.0,66.8,4.5,8.9,50.8,1.266,0.49,False,F,GS
208,Brandin Podziemski,64,33.0,26.8,11.7,1.0,4.1,5.1,3.4,1.1,0.2,1.2,1.5,2.9,4.4,9.8,44.5,1.8,4.8,37.2,1.1,1.5,75.8,2.6,5.0,51.6,1.188,0.54,False,G,GS
209,Buddy Hield,82,22.0,22.7,11.1,0.6,2.6,3.2,1.6,0.8,0.3,1.1,1.6,1.5,4.0,9.6,41.7,2.5,6.7,37.0,0.6,0.8,82.8,1.5,2.9,52.7,1.16,0.55,False,G,GS
210,Dennis Schroder,24,18.0,26.2,10.6,0.4,1.9,2.3,4.4,1.0,0.1,2.0,2.8,2.2,3.9,10.5,37.5,1.5,4.8,32.2,1.2,1.6,74.4,2.4,5.7,41.9,1.012,0.45,True,G,GS
211,De'Anthony Melton,6,2.0,20.2,10.3,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,1.7,3.7,9.0,40.7,2.2,5.8,37.1,0.8,1.3,62.5,1.5,3.2,47.4,1.148,0.53,False,G,GS
212,Moses Moody,74,34.0,22.3,9.8,0.7,1.9,2.6,1.3,0.8,0.4,0.7,1.6,1.8,3.3,7.7,43.3,1.7,4.6,37.4,1.4,1.8,79.7,1.6,3.1,51.9,1.275,0.54,False,G,GS
213,Draymond Green,68,66.0,29.2,9.0,1.1,5.0,6.1,5.6,1.5,1.0,2.6,3.2,2.2,3.2,7.5,42.4,1.2,3.6,32.5,1.5,2.2,68.7,2.0,3.9,51.7,1.204,0.5,False,F,GS
214,Quinten Post,42,14.0,16.3,8.1,0.8,2.7,3.5,1.3,0.4,0.4,0.8,2.0,1.7,2.9,6.5,44.9,1.7,4.3,40.8,0.5,0.6,77.8,1.2,2.3,52.6,1.241,0.58,False,C,GS
215,Trayce Jackson-Davis,62,37.0,15.6,6.6,2.0,3.0,5.0,1.7,0.4,0.6,0.7,1.2,2.3,2.8,4.9,57.6,0.0,0.0,0.0,1.0,1.6,57.8,2.8,4.8,58.2,1.348,0.58,False,F,GS
216,Gary Payton II,62,11.0,15.0,6.5,0.9,2.1,3.0,1.3,0.8,0.3,0.6,1.7,2.1,2.8,4.8,57.4,0.5,1.5,32.6,0.4,0.6,71.1,2.3,3.3,69.0,1.342,0.63,False,G,GS
217,Lindy Waters III,38,9.0,17.2,5.5,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,2.5,2.0,5.4,37.1,1.3,3.9,33.1,0.2,0.3,72.7,0.7,1.5,47.4,1.02,0.49,True,F,GS
218,Kyle Anderson,36,3.0,15.0,5.3,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,4.1,2.1,4.7,45.0,0.5,1.4,36.5,0.5,0.8,66.7,1.6,3.3,48.7,1.118,0.51,True,F,GS
219,Kevon Looney,76,6.0,15.0,4.5,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2.0,3.0,1.9,3.7,51.4,0.0,0.1,40.0,0.7,1.3,56.6,1.9,3.6,51.6,1.237,0.52,False,F,GS
220,Gui Santos,56,2.0,13.6,4.1,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,1.9,1.5,3.2,45.8,0.6,1.8,33.0,0.5,0.8,69.0,0.9,1.4,63.2,1.268,0.55,False,F,GS
221,Jackson Rowe,6,0.0,8.7,3.7,0.5,1.3,1.8,0.7,0.7,0.0,0.2,0.7,4.0,1.3,2.8,47.1,0.5,1.7,30.0,0.5,1.0,50.0,0.8,1.2,71.4,1.294,0.56,False,F,GS
